sample_id	run_aggregate	run_annotate	run_denovo	run_fetch	run_score
2097	944.29	317.72	378.13	732.85	6.14
2098	400.98	443.45	721.76	992.44	6.45
2099	1029.34	315.67	524.84	1446.53	7.21
2100	1525.48	309.59	542.5	962.27	6.88
2101	976.69	366.68	274.01	801.34	6.33
2102	1992	125	441.92	1123.1	7.44
2103	1776.41	314.86	608.49	999.43	8.65
2104	586.72	479.22	604.69	763.9	7.51
2105	1459.69	264.94	818.55	1024.35	7.07
2106	1151.66	611.07	493.13	1584.16	6.87
2107	894.59	581.27	616.55	1050.64	6.2
2108	1287.14	635.88	455.56	1309.54	5.5
2109	644.38	985.72	595.85	725.87	7.18
2110	829.91	553.87	787.9	1353.55	6.95
2111	788.99	278.46	448.86	1544.93	8.56
2112	693.93	293.53	923.75	782.57	5.57
2113	1654.98	882.33	614.12	1458.08	7.96
2114	1128.37	398.61	334.42	1386	6.2
2115	504.68	282.12	506.91	771.51	6.27
2116	1091.21	951.78	495.09	1236.4	6.32
2117	952.03	829.52	526.36	1154.07	7.91
2118	782.04	284.09	680.43	943.59	5.76
2119	924.7	239.62	585.23	1195.75	6.15
2120	476	325.62	253.75	1290.14	5.89
2121	699.8	458.43	515.49	327.54	6.32
2122	863.3	218.71	557.01	662.59	6.88
2123	1085.43	330.61	256	947.25	8.09
2124	609.32	330.46	577.45	1053.15	5.78
2125	514.07	578.52	540.65	1175.29	8.01
2126	1845.33	228.94	696.33	861.62	7.25
2127	1210.23	255.47	627.17	1232.21	6.51
2128	837.1	367	388.66	1175.84	5.81
2129	528.71	180.94	522.11	700.25	5.08
2130	1194.17	219.77	724.23	1041.9	5.33
2131	921.36	219.8	1200.49	1114.99	6.28
2132	1419.31	336.5	531.59	875.52	9.61
2133	647.77	236.15	661.18	729.25	6.8
2134	855.35	304.42	614.25	1123.33	5.58
2135	1071.42	190.01	519.2	1336.41	6.23
2136	1679.73	604.41	538.05	1703.97	9.24
2137	773.2	308.51	960.27	1326.33	5.82
2138	1787.66	328.03	695.13	2088.4	7.36
2139	1149.7	366.75	718.99	1136.51	6.31
2140	687.46	185.49	519.65	1064.35	5.8
2141	1897.36	175.71	409.2	815.04	9.56
2142	1306.27	273.39	629.6	828	7.55
2143	783.33	171.37	678.8	1172.45	6.81
2144	1241.42	245.11	509.27	1270.46	6.79
2145	697.64	264.88	464.37	924.66	5.72
2146	674.69	269.94	405.03	1459.09	5.74
2147	568.55	92.72	470.73	932.15	6.58
2148	559.09	182.25	301.51	1291.39	6.11
2149	368.61	191.49	574.25	1250.14	4.55
2150	949.78	307.51	542.1	973.25	6.24
2151	1354.05	286.09	625.73	1051.25	9.14
2152	790.95	160.27	558.15	1052.22	5.57
2153	1021.95	173.52	1124.43	1442.23	6.59
2154	964.34	164.6	591.81	1608.46	7.05
2155	1001.02	426.58	303.06	688.08	6.05
2156	337.95	226.43	574.01	789.35	6.04
2157	687.23	149.68	676.07	1605.14	5.8
2158	1247.06	114.47	723.12	1938.16	7.01
2159	885.5	149.02	779.13	1438.92	4.71
2160	798.16	165.56	1099.44	1154.19	7.75
2161	2262.3	150.29	598.45	1380.44	8.01
2162	1830.95	164.22	719.01	1584.42	7.44
2163	2094.99	254.93	666.18	1538.55	7.48
2164	381.9	263.9	670.15	1066.44	6.86
2165	1672.36	167.84	582.3	1307.62	7.55
2166	790.56	277.92	909.86	1088.17	6.02
2167	2098.02	673.48	532.29	1925.76	7.82
2168	676.78	623.52	730.39	948.8	5.45
2169	699.52	90.47	1008.56	1373.33	7.37
2170	1050.26	709.11	535.7	986.5	7.05
2171	428.85	709.48	629.18	1148.9	4.97
2172	797.08	696.02	670.91	1569.07	6.8
2173	569.21	164.42	584.52	935.83	5.45
2174	1047.09	161.63	489.94	467.05	6.07
2175	214.22	767.97	476.14	1072.47	5.34
2176	530.88	253.22	683.12	1331.98	5.16
2177	539.48	173.12	773.46	1213.62	5.38
2178	2601.26	190.26	493.62	2167.27	10.18
2179	682.86	244.55	570.65	1221.05	5.53
2180	1015.85	159.31	637.8	1230.48	8.14
2181	409.72	187.7	1322.76	1224.1	5.47
2182	1912.12	165.34	539.46	1810.48	6.64
2183	966.5	169.1	471.48	1058.9	6.01
2184	738.04	203.02	587.47	938.65	6.08
2185	1192	329.13	520.86	1340.43	6.92
2186	420.5	216.39	507.27	1025.38	5.45
2187	831.63	364.19	2336.28	965.75	5.54
2188	1801.13	305.74	798.65	1878.35	7.97
2189	855.75	206.61	556.17	1284.76	7.12
2190	874.59	398.58	770.9	1088.34	7.66
2191	508.87	98.58	590.92	1156.42	5.97
2192	696.29	354.64	683.06	1104.95	5.78
2193	798.29	236.38	417.74	636.72	4.82
2194	489.93	252.04	665.63	597.56	5.3
2195	838.49	219.33	775.63	735.96	7.15
2196	1022.43	317.88	319.69	972.02	6.83
2197	591.48	289.81	678.15	1028.51	5.58
2198	841.76	223.64	604.07	1070.19	6
2199	511.94	447.17	520.66	798.91	7.27
2200	634.23	388.66	821.02	1021.07	5.66
2201	859.42	287.13	668.2	1004.72	4.58
2202	948.67	107.36	732.36	1724.37	5.55
2203	837.44	190.33	425.49	1280.83	4.84
2204	763.46	271.33	558.82	1207.5	6.72
2205	519.2	347.02	314.92	884.99	4.08
2206	933.27	426.04	573.74	1227.61	5.72
2207	570.83	959.47	710.5	916.07	5.59
2208	693.36	943.99	1107.61	1430.35	5.82
2209	1672.4	906.44	322.48	1226.78	8.02
2210	725.37	982.85	485.88	977	5.55
2211	747.35	308.33	758.17	1826.68	7.67
2212	907.97	386.76	459.69	1672.44	4.73
2213	442.06	99.86	560.54	944.39	6.19
2214	272.61	356.63	790.1	939.93	5.23
2215	536.74	635.75	1916.34	1060.95	4.9
2216	1276.89	239.2	335.69	1600.9	6.96
2217	1143.71	199.66	561.8	1367.13	5.91
2218	581.37	201.6	892.66	1472.44	4.62
2219	1107.04	169.8	716.04	1386.2	5.88
2220	700.82	159.43	543.73	853.13	7.73
2221	752.64	170.58	877.96	1324.42	7.39
2222	977.21	560.42	664.54	1919.22	6.06
2223	848.89	535.91	457.17	1271.33	6.02
2224	1511.81	864.21	479.22	2134.16	7.36
2225	904.45	798.72	452.14	1211.89	4.52
2226	751.57	98.71	496.74	918.56	5.29
2227	428.49	445.73	311.5	922.68	4.21
2228	840.4	253.64	731.34	1650.99	5.62
2229	773.38	207.98	453.16	1058.73	4.73
2230	874.67	162.31	1657.04	1120.97	7.18
2231	1886.12	709.18	622.06	1660.04	7.8
2232	395.14	192.71	465.49	1358.03	7.64
2233	384.22	472.32	762.16	724.69	4.97
2234	1034.09	299.93	1005.24	1174.55	6.41
2235	517.27	198.43	592	894.31	4.47
2236	842.98	743.64	953.25	1145.22	5.7
2237	1211.23	147.63	586.56	1381.99	5.31
2238	538.47	684.88	522.43	1305.05	5.34
2239	751.94	607.73	627.62	1180.15	6.82
2240	1072.08	612.56	882.17	1502.08	5.91
2241	1559.4	721.81	759.07	2167.53	8.62
2242	691.85	654.85	498.82	1679.95	7.27
2243	627.45	362.49	443.86	1215.5	5.3
2244	721.83	225.71	552.76	953.8	4.73
2245	905.01	184.83	588.97	1345.45	5.83
2246	374.04	252.49	540.5	1006.83	7.46
2247	448.07	264.79	525.62	1118.63	5.4
2248	670.25	108.4	627.05	1216.69	4.54
2249	378.57	329.49	566.55	1083.3	4.66
2250	3367.17	239.08	752.28	1172.6	8.26
2251	858.96	151.57	427.28	1381.88	4.65
2252	580.25	260.04	817.48	919.66	6.4
2253	683.97	222.96	509.79	2008.19	5.26
2254	687.47	353.47	286.82	1685.24	4.49
2255	912.95	273.11	1631.04	1463.38	5.53
2256	12283.47	333.4	694.63	473.73	55.05
2257	824.83	228.61	2646.51	1354.04	5.6
2258	20381.2	243.64	814.57	1571.65	65.73
2259	847.64	88.61	412.76	1338.23	2.91
2260	1412.13	189.44	500.62	1662.89	4.94
2261	702.45	279.13	310.7	1230.91	5.5
2262	667.13	410.15	791.16	1099.63	4.42
2263	1197.95	298.82	428.47	1452.58	8.32
2264	834.82	773.45	652.89	1385.65	5.73
2265	862.81	866.7	867.32	1221.48	4.84
2266	1011.93	518.51	526.18	1660.8	6.11
2267	1617.49	147.46	448.13	1357.85	8.34
2268	1342.18	192.24	524.06	1052.99	6.45
2269	812.1	142.54	864.36	1138.88	5.21
2270	411.52	139.77	510.1	1140.4	5.75
2271	505.58	467.08	432.84	972.82	4.14
2272	560.47	150.9	651.13	1053.04	5.02
2273	588.29	176.93	387.84	1655.72	5.55
2274	464.67	183.8	572.62	897.18	2.84
2275	514.94	496.05	609.5	1219.31	5.15
2276	509.97	159.46	553.62	1256.98	4.59
2277	472.11	150.29	453.04	1276.22	6.95
2278	537.06	152.25	321.95	1164.27	4.6
2279	689.16	280.32	873.96	1633.82	5.55
2280	1147.18	180.51	369.94	2303.7	7.48
2281	547.94	523.12	644.09	1057.74	5.55
2282	2382.31	729.05	492.03	1470.3	8.66
2283	675.45	263.5	930.48	1163.65	5.37
2284	592.19	291.79	901.26	2092.48	6.51
2285	519.35	739.81	503.82	1026.69	4.38
2286	545.94	300.3	636.83	1009.92	5.12
2287	434.38	255.19	440.71	1501.35	5.7
2288	438.65	586.06	755.23	888.81	6.11
2289	829.25	314.96	586.82	1172.09	5.65
2290	1049.9	292.74	645.25	1085.58	5.51
2291	531.34	565.33	516.48	1101.42	5.12
2292	907.84	583.12	586.15	1572.03	4.48
2293	652.77	217.28	634.99	1415.73	5.46
2294	1001.99	1104.3	1971.03	1106.92	7.65
2295	1390.2	231	877.32	2232.17	5.59
2296	1216.14	1084.02	585.36	1575.76	6.72
2297	1086.4	609.41	424.28	1782.28	6.1
2298	463.35	646.69	597.88	849.03	4.12
2299	1034.65	435.19	505.08	1170.02	2.66
2300	893.56	482.51	427.31	567.26	5.55
2301	621.65	657.64	649.33	777.44	4.71
2302	825.2	690.67	476.32	1213.01	5.88
2303	767.05	608.2	709.15	1328.61	5.97
2304	1599.76	460.13	806.23	1625.8	5.91
2305	997.68	294.37	303.56	1902.14	4.97
2306	491.89	506.09	575.82	1608.27	6.09
2307	1634.37	329.33	250.1	1296.56	7.38
2308	322.57	1039.59	422.21	1159.93	5.34
2309	427.07	814.73	1126.8	770.97	6.26
2310	2134.9	851.2	660.66	1552.47	7.82
2311	743.48	857.86	342.17	1494.61	6.58
2312	434.96	235.83	542.79	738.8	4.2
2313	1057.62	210.15	360.07	1167.91	5.88
2314	642.92	611.58	642.13	891.4	5.38
2315	784.87	646.18	569.57	1565.84	5.57
2316	1265.32	615.18	505.83	1077.95	6.9
2317	646.28	717.33	1302.63	1162.46	5.36
2318	869.39	1002.51	1312.53	1170.77	7.38
2319	2787.53	984.3	576.43	2319.74	6.69
2320	708.77	799.47	197.64	1115.29	4.57
2321	624.88	234.39	436.72	1091.44	5.24
2322	762.75	737.22	509.66	1111.46	6.35
2323	1121.21	743.77	554.28	1104.69	6.72
2324	634.22	287.13	508.09	1069.15	2.56
2325	729.67	247.54	519.7	873.88	5.59
2326	635.01	292.65	582.16	931.15	5.64
2327	322.41	322.78	564.39	581.02	4.93
2328	1102.72	867.12	351.15	1421.96	4.83
2329	699.08	827.17	357.04	742.14	4.91
2330	884.23	228.42	353.72	1347.57	4.65
2331	1040.9	379.88	463.11	1534.25	6.7
2332	495.19	250.32	518.83	717.18	4.86
2333	998.35	191.73	781.6	1664.19	9.26
2334	955.12	296.7	424.54	1758.77	7.13
2335	619.75	258.23	844.03	904.57	5.32
2336	645.87	840.73	189.25	1489.38	7.06
2337	377.28	159.01	618.11	988.83	5.22
2338	654.47	183.17	299.74	1737.7	4.62
2339	299.09	561	513.91	748.43	4.21
2340	333.95	287.52	691.45	884.77	5.27
2341	1018.51	259.52	511.79	1330.4	9.26
2342	560.36	339.38	540.65	914.51	6.39
2343	602.78	452.2	794.12	1257.48	6.55
2344	1102.18	540.2	644.79	1740.29	6.22
2345	637.69	810.94	653.91	1050.61	5.57
2346	763.8	746.21	622.67	652.31	5.48
2347	626.38	253.41	694.75	1033.47	4.46
2348	383.75	152.49	659.6	903.1	4.98
2349	765.58	750.9	649.36	1265.67	6.16
2350	961.59	806.92	1145.82	1179.43	5.66
2351	668.4	287.35	647.24	740.12	4.52
2352	444.92	667.53	462.1	1053.72	5.76
2353	525.95	536.55	475.05	621.86	5.45
2354	340.81	223.31	430.72	1261.86	2.88
2355	604.43	628.65	1319.71	864.21	4.46
2356	477.37	931.49	635.31	1674.73	4.74
2357	495.45	880.44	356.07	1043	5.38
2358	533.79	894.02	287.98	880.51	6.29
2359	437.54	321.47	504.33	526.83	6.28
2360	723.62	1002.55	893.38	875.42	5.65
2361	698.87	223.84	588.17	1694.36	6.57
2362	402.05	468.95	421.35	973.77	5.54
2363	594.85	278.38	716.89	796.18	5.91
2364	1295.2	450.9	461.56	1440.26	5.43
2365	657.09	185.89	474.86	1002.67	5.05
2366	625.53	175.4	677.25	1129.15	5.46
2367	582.48	311.15	328.71	937.68	5.66
2368	1164	396.45	525.1	812.18	5.08
2369	2047.09	400.88	549.56	1087.44	7.18
2370	884.79	138.66	453.54	1143.17	5.84
2371	820.11	257.78	1464.53	984.84	5.64
2372	890.93	346.7	559.44	1217.65	4.5
2373	713.37	255.2	683.64	1103.38	6.97
2374	1326.16	316.23	739.78	1348.46	10.06
2375	891.82	342.19	629.17	1830.55	6.02
2376	736.74	411.28	701.51	670.23	6.76
2377	798.54	212.07	313.87	1430.38	4.72
2378	988.72	531.81	555.74	1096.62	5.81
2379	607.74	234.05	643.01	1251.42	4.53
2380	1267.7	195.74	850.3	1437.62	6.1
2381	2378.84	525.2	602.25	1246.05	11.32
2382	575.68	602.79	1551.93	1179.71	5.65
2383	1279.77	234.8	799.28	2127.45	8.15
2384	788.84	679.85	352.95	981.71	5.62
2385	2474.65	488.74	517.42	1118.68	7.88
2386	884.68	908.6	220.89	1224.09	6.46
2387	289.36	817.07	796.1	457.06	4.87
2388	1951.87	300.63	447.49	1236.99	9.45
2389	316.65	509.1	660.36	1209.12	4.45
2390	1934.94	761.78	282.07	1019.52	7.78
2391	768.04	785.07	594.18	1288.06	6.53
2392	912.21	656.25	813.78	1608.22	4.94
2393	887.02	543.55	294.21	1251.51	3.55
2394	429.34	568.54	569.87	735.06	5.41
2395	979.47	272.97	268.05	1163.81	4.97
2396	946.06	231.11	466.64	971.73	6.67
2397	585.35	292.43	1211.62	1232.8	4.17
2398	10439.07	677.32	370.94	1263.06	23.27
2399	523.19	359.02	1306.58	898.08	5.36
2400	1712.5	205.19	559.98	1478.01	7.64
2401	365.92	711.4	467.31	1540.08	4.42
2402	876.38	170.89	636.1	1090.19	5.55
2403	880.05	719.36	550.98	1857.37	5.7
2404	839.17	563.14	542.07	1134.86	6.17
2405	1203.04	612.56	350.94	1386.31	3.19
2406	652.02	644.44	490.46	987.4	5.61
2407	685.17	673.11	545.89	950.36	7.75
2408	944.89	740.01	653.54	1367.65	5.97
2409	754.22	722.44	494.56	1437.77	4.38
2410	836.9	528.49	404.24	1049.19	6.85
2411	482.19	804.85	262.41	757.13	4.28
2412	1014.11	812.44	286.46	1342.61	6.53
2413	534.62	221.01	271.52	1496.7	4.85
2414	776.46	328.56	308.86	1351.38	5.8
2415	716.01	272.55	689.85	1415.1	4.53
2416	752.65	266.11	689.58	1865.23	7.09
2417	1042.48	255	488.52	1257.33	5.73
2418	1564.39	245.53	557.24	1821.65	7.07
2419	855.13	271.35	729.27	1204.17	4.39
2420	1047.43	166.11	1029.52	684.49	6.44
2421	578.54	295.06	610.62	1053.32	6.39
2422	909.03	254.92	437.79	1317.55	4.76
2423	593.02	255.32	374.74	1197.01	5.2
2424	1198.42	240.53	476.62	614.75	7.94
2425	776.06	96.92	300.16	1324.22	5.55
2426	1467.53	253.71	683.62	1489.39	6.74
2427	1155.4	253.36	902.31	1263.19	8.81
2428	1207.34	247.01	787.14	1469.36	7.97
2429	1456.17	214.2	470.35	1621.97	6.73
2430	1909.45	264	715.25	1705.61	9.18
2431	1307.74	394.92	663.93	1529.73	5.03
2432	1077.16	265.26	765.74	1589.79	4.53
2433	2995.53	246.5	462.94	1834.21	8.98
2434	1001.2	511.07	1103.02	861.53	4.78
2435	3773.08	345.32	1121.95	2678.54	21.57
2436	3361.16	124.6	1009.2	2674.39	11.75
2437	3313.25	378.22	671.89	1799.14	22.8
2438	1948.23	294.71	1077.88	1532.7	7.4
2439	2632.55	538.77	704.5	2810.01	12.63
2440	1374.89	439.67	413.74	2001.61	3.2
2441	596.44	577.92	755.46	694.38	4.29
2442	352.09	355.15	472.56	1413.52	5.33
2443	500.7	508.18	856.37	901.3	5.04
2444	1420.57	421.41	296.41	1796.35	5.62
2445	520.25	761.5	404.88	785.72	5.91
2446	952	493.96	563.33	1591.33	6.4
2447	877.85	707.33	788.6	1394.4	7.55
2448	1500.71	380.82	541.22	1491.76	5.84
2449	993.2	266.67	320.37	1010.53	6.08
2450	484.6	251.76	588.67	802.11	6.18
2451	538.39	633.55	864.73	998.83	4.09
2452	1332.08	671.39	553.48	1826.78	7.15
2453	1144.7	931.69	574.78	1367.25	6.13
2454	1488.98	562.21	733.77	1313.36	5.37
2455	1746.16	247.93	744.03	1882.96	9.12
2456	1269.52	620.7	601.76	1616.73	8.47
2457	935.6	345.61	515.22	1532.61	6.44
2458	1218.32	376.28	631.85	1291.95	6.59
2459	1199.27	418.28	395.82	1170.36	6.28
2460	1292.67	842.77	1509.67	1606.09	6.89
2461	5609.14	951.73	735.84	1303.92	18.98
2462	675.61	484.02	663.46	1235.01	7.36
2463	1845.84	277.32	491.78	1213.64	8.28
2464	773.88	213.85	708.88	1369.89	7.68
2465	983.53	353.36	726.57	1606.28	5.24
2466	2667.22	288.5	630.93	2093.38	6.41
2467	1333.11	191.45	572.83	1245.12	5.97
2468	2171.14	157.58	290.65	1734.46	7.28
2469	1220.96	169.01	834.08	750.8	6.32
2470	2152.57	253.05	1238.38	1913.08	9.74
2471	1904.14	194.99	1121.91	2005.43	7.12
2472	1846.38	257.82	685.98	2210.91	7.42
2473	665.62	181.73	640.06	1208.1	2.78
2474	1053.13	986.8	532.77	1497.45	5.89
2475	280.75	839.07	542.33	1166.32	5.2
2476	397.8	803.64	257.55	956.69	5.47
2477	841.2	1204.97	498.22	549.27	4.44
2478	2349.26	904.78	824.06	1052.79	7.35
2479	1662.91	831.44	871.31	1433.47	8.8
2480	1348.68	997.64	382.48	1656.31	5.82
2481	511.69	285.61	631.42	780.51	6.23
2482	344.55	1042.73	894.79	1180.48	7.22
2483	1379.11	1401.23	737.8	1490.28	6.16
2484	837.74	952.93	579.31	1424.85	6.05
2485	511.76	894.05	646.92	960.53	5.34
2486	607.21	1138.7	626.5	1205.89	5.89
2487	736.02	828.98	468.16	1188.82	5.65
2488	524	1582.33	505.87	870.23	13.89
2489	536.69	1128.4	317.39	1133.92	4.4
2490	908.57	551.29	479.8	555.09	5.55
2491	581.02	187.73	350.55	953.13	5.28
2492	223.9	275.48	1053.49	792.51	3.9
2493	1912.07	605.31	649.39	1824.76	9.46
2494	1048.13	696.03	645.9	1489.31	7.61
2495	1027.13	770.93	653.5	1417.97	5.89
2496	925.86	633.08	576.5	1503.82	7.2
2497	855.38	524.58	269.38	1060.08	6.41
2498	403.72	552.62	561.66	649.42	7.38
2499	788.8	494.92	731.45	1139.59	5.23
2500	912.62	678.56	719.6	1009.81	6.35
2501	1204.37	686.92	607.52	1282.3	5.78
2502	991.13	514.04	606.88	1065.95	5.41
2503	292.51	385.26	956.34	1029.78	10.4
2504	1252.62	375.76	681.37	1340.11	6.77
2505	522.86	180.29	681	1110.31	5.12
2506	671.8	494.32	603.76	1163.76	5.47
2507	792.19	680.28	662.16	1240.07	5.63
2508	830.62	584.1	605.1	1474.46	5.52
2509	1839.12	592.42	550.99	1009.23	7.23
2510	1061.42	169.92	558.25	1138.41	5.89
2511	709.79	665.47	646.51	1703.01	5.36
2512	858.33	969.32	472.02	1290.9	5.65
2513	1844.62	1104.23	848.08	1062.2	7.35
2514	909.67	435.99	561.39	1291.76	5.7
2515	918.77	696.64	556.93	1166.45	6.92
2516	605.61	1094.72	769.58	983.83	5.33
2517	1026.84	962.9	825.29	1168.21	5.71
2518	586.45	1138.62	206.38	1325.47	9.07
2519	503.54	1047.3	617.25	383.24	4.95
2520	395.4	1112.17	973.04	945.79	5.08
2521	6063.51	1085.76	647.87	4909.09	33.29
2522	740.49	785.8	624.62	1314.7	6.05
2523	651.6	775.65	526.86	1033.21	5.28
2524	615.04	202.41	1504.9	869.35	5.42
2525	2352.4	406.66	851.76	1496.71	14.32
2526	1807.29	272.03	525.62	1774.15	7.36
2527	450.75	353.14	619.01	768.26	5.45
2528	600.68	512.38	438.97	1070.75	5.48
2529	570.4	308.79	741.43	768.36	5.08
2530	999.08	463.85	496.19	1543.42	6.19
2531	647.56	273.59	623.63	1260.99	5.32
2532	375.1	386.43	703.66	1315.37	5.45
2533	945.3	249.13	398.98	1331.26	5.46
2534	1615.61	1432.85	383.31	767.54	7.58
2535	1250.87	254.97	753.31	867.96	6.42
2536	459.02	438.4	635.1	1329.63	8.69
2537	544.07	1893.58	838.78	1279.95	5.35
2538	1104.53	1316.15	358.72	1207.43	6.03
2539	323.01	456.18	379.96	1043.23	5.89
2540	1079.11	459.83	488.51	691.89	6.05
2541	891.44	1874.07	721.02	927.36	6
2542	653.55	386.45	576.85	1181.16	5.29
2543	657.99	385.02	530.67	1389.26	8.7
2544	591.78	1646.51	731.26	1234.13	5.26
2545	998.52	1509.98	997.53	1497.14	5.62
2546	2517.89	1591.08	553.12	902.93	9.65
2547	569.52	528.62	777.27	1112.35	6.48
2548	769.04	1507.04	532.62	1248.79	5.46
2549	464.08	1337.05	524.19	788.66	5.06
2550	698.64	1118.6	619.16	1023.08	5.6
2551	708.25	812.79	322.92	1066.01	5.24
2552	1193.44	722.57	479.86	1040.85	6.66
2553	598.33	334.57	572.87	1364.16	5.27
2554	1025.13	722.52	308.51	1106.09	8.7
2555	805.86	880.3	499.33	642.1	5.45
2556	1267.35	891.15	581.81	1133.51	6.22
2557	812.42	389.98	681.22	1034.68	5.76
2558	1048.3	716.68	237.3	1649.14	6.54
2559	356.33	346.73	266.56	709.91	4.61
2560	1192.49	197.81	387.64	1420.62	7.23
2561	618.23	394.56	600.36	852.44	5.02
2562	1408.92	323.42	536.2	873.87	9.44
2563	484.97	1095.13	741.42	890.81	5.6
2564	455.42	1157.42	523.18	1081.77	5.49
2565	804.54	225.13	592.13	1174.47	5.62
2566	388.12	179.63	752.89	1214.28	5.64
2567	427.76	191.74	620.95	988.94	6.03
2568	754.19	264.5	828.74	1139.67	5.33
2569	836.67	324.12	742.58	1240.14	6.16
2570	741.34	277.16	872.58	1272.69	5.58
2571	922.6	999.25	820.99	1127.67	6.09
2572	827.13	570.83	663.41	1123.35	9.77
2573	2056.73	232.57	589.95	965.76	7.33
2574	657.11	232.64	279.04	1179.13	5.45
2575	565.53	855.74	576.63	1138.8	5.27
2576	1439.56	757.04	489.37	831.91	6.68
2577	2126.28	656.53	1389.41	951.08	7.08
2578	2235.65	206.19	633.35	1482.09	8.27
2579	620.89	703.31	270.15	1162.2	5.73
2580	815.61	691.25	216.65	1484.23	5.66
2581	578.85	318.14	580.96	1523.23	5.33
2582	1503.75	775.09	497.44	1264.32	10.74
2583	284.76	688.81	676.89	1405.47	5.59
2584	786.05	1261	646.03	1363.34	5.62
2585	1240.85	1351.74	497.32	814.18	6.19
2586	752.48	1298.8	423.34	627.47	5.74
2587	933.22	1382.4	586.26	1139.5	6.06
2588	321.3	1257.04	480.35	1177.55	5.17
2589	457.86	313.74	470.19	1457.25	5.92
2590	2094.26	214.54	524.85	1040.39	7.39
2591	948.52	1290.19	523.38	1225.87	5.69
2592	590.42	96.89	549.72	995.81	7.46
2593	856.76	221.65	635.01	1257.63	6.02
2594	581.98	900.37	520.63	1230.77	5.6
2595	621.49	195.25	1815.72	1116.22	5.82
2596	6920.54	1239.24	299.32	1092	23.68
2597	269.27	1088.08	605.85	360.13	4.67
2598	590.53	671.3	688.73	999.86	5.57
2599	920.45	510.36	412.51	1438.05	6.11
2600	600.19	263.74	315.64	853.53	5.63
2601	783.27	275.99	634.3	1061.03	5.38
2602	978.64	283.25	293.89	1610.59	5.98
2603	850.31	264.74	450.62	1400.01	9.13
2604	484.38	288.26	608.63	1235.88	6.01
2605	1041.95	224.15	399.16	1480.84	6.52
2606	872.79	218.57	853.58	646.42	5.85
2607	5005.74	269.78	599.22	1202.01	14.47
2608	428.48	171.69	678.71	848.43	5.65
2609	835.62	321.54	896.24	1198.54	6.15
2610	519.49	194.99	598.25	1124.02	6.28
2611	723.52	153.68	525.6	1074.47	5.28
2612	1280.39	197.57	541.09	1116.82	6.68
2613	1541.28	284.7	648.16	1245.68	6.86
2614	1067.97	270.01	1115.27	1152.32	5.98
2615	1405.68	241.4	589.94	1429.59	6.8
2616	735.83	217.26	483.36	774.01	10.05
2617	682.25	169.13	969.59	1131.01	5.8
2618	1507.63	167.42	415.61	1921.73	6.98
2619	852.65	412.61	356.19	1215.31	6.21
2620	1794.19	255.14	558.38	1087.58	7.09
2621	621.75	169.65	657.36	1021.13	5.57
2622	756.32	218.11	569.56	1189.13	5.92
2623	2056.1	157.8	693.42	953.74	7.9
2624	430.29	524.77	667.9	1366.53	5.89
2625	800.04	472.13	1777.89	1149.41	6.04
2626	6585.23	288.58	553.33	1272.91	13.75
2627	823.86	553.96	287.06	1017.22	6.04
2628	307.03	639.33	650.58	638.05	5.03
2629	822.14	362	472.79	1327.22	7.75
2630	1210.44	156.16	556.01	970.37	6.59
2631	828.2	353.56	858.85	1057.06	6.03
2632	950.17	359.04	1153.6	1107.79	8.84
2633	1039.56	240.59	310.46	1564.94	6.6
2634	1628.93	219.23	501.14	968.97	7.7
2635	525.55	441.08	1286.53	883.42	5.13
2636	297.05	474.71	1153.41	554.66	5.82
2637	1846.76	283.82	727.13	1168.93	8.45
2638	763.53	317.26	288.25	1339.4	5.86
2639	854.37	306.37	569.99	525.32	6.78
2640	818.46	431.78	690.31	1034.44	5.87
2641	1249.36	182.56	742.03	1502.41	7.07
2642	877.23	268.22	711.32	1230.12	5.71
2643	1049.88	261.12	485.49	1702.99	5.87
2644	719.66	193.34	405.3	996.78	5.85
2645	489.8	630.55	1633.76	462.54	5.62
2646	2994.8	164.08	493.58	1073.94	9.49
2647	637.72	118.75	371.23	969.02	7.18
2648	315.77	175.55	938.5	473.8	5.57
2649	1250.51	340.02	541.42	832.87	7.21
2650	916.36	277.63	485.04	1460.16	5.64
2651	870.71	263.58	590.16	1383.69	6.21
2652	695.74	201.12	274.87	1558.93	5.85
2653	1499.71	545.05	585.83	874.91	8.34
2654	846.34	166.97	979.81	1149.2	5.92
2655	630.25	191.41	276	1994.2	6.87
2656	659.6	965.83	657.31	1137.11	5.48
2657	604.71	305.43	671.85	1216.17	5.72
2658	1265.2	331.7	224.72	2014.7	6.69
2659	1064.29	406.84	503.08	834.17	5.91
2660	574.55	197.76	699.81	1128.87	6.74
2661	1116.88	294.35	519.58	1645.99	5.85
2662	310.76	1076.65	1237.75	1043.84	5.82
2663	248.59	206.04	513.14	789.86	6.56
2664	768.77	199.89	702.6	1192.04	6.99
2665	933.12	328.1	608.7	1494.85	6.14
2666	706.46	522.9	384.59	1302.89	6.04
2667	1092.39	200.45	482.49	1398.08	6.69
2668	584.74	497.91	579.73	1480.27	5.35
2669	740.85	633.21	222.03	1040.97	5.86
2670	583.57	97.04	615.45	870.78	4.99
2671	511.84	451.16	643.81	1245.15	5.35
2672	1255.46	463.69	533.69	2090.01	7.6
2673	1252.85	203.55	852.88	733.68	6.66
2674	612.17	237.27	1278.1	1570.19	7.5
2675	1175.36	232.96	496.96	1312.65	6
